Facility_ID,State,Facility_Type,Ownership,Year_Established,Number_of_Staff,Number_of_Patients_Annually,Primary_Issue_Treated,Service_Provided,Satisfaction_Rating,Average_Cost_Per_Visit_USD,Contact_Email,Phone_Number,Zip_Code,Accredited,Emergency_Services,Website,Insurance_Accepted,Rating_Category,Has_Parking,Open_24_Hours,Languages_Supported,State_Code,Facility_Code,Admin_Name,Yearly_Budget_USD
538,Michigan,Telehealth Provider,Private,2006,278.0,5643,PTSD,Telehealth,2.43,425.49,support@health.com,,10001,,,www.mhc.org,,Medium,Yes,,"English, Spanish",MI,FC-00538,Prof. Adams,3754510.293744012
539,Michigan,Psychiatric Hospital,Public,1961,378.0,7340,PTSD,Outpatient,2.05,424.85,support@health.com,(123) 456-7890,33101,N,No,www.mhc.org,,Medium,,N/A,Hindi,MI,FC-00539,,13099665.995370371
540,California,Telehealth Provider,Non-Profit,1965,300.0,4783,Depression,Outpatient,4.79,364.18,contact@clinic.net,987-654-3210,33101,N,YES,www.mhc.org,None,High,,No,Spanish,CA,FC-00540,Dr. Lee,6081829.989667827
541,Ohio,Telehealth Provider,Non-Profit,1992,468.0,1981,Depression,Emergency,3.91,181.14,info@mhc.org,987-654-3210,10001,Y,no,mhc.net,Medicare,High,No,24/7,"English, Spanish",OH,FC-00541,,14623176.034931313
542,Pennsylvania,Private Clinic,Public,1956,196.0,8813,Anxiety,Telehealth,1.88,201.27,info@mhc.org,555 123 4567,90210,No,YES,,Private,Low,False,Yes,Spanish,PE,FC-00542,John Doe,9343738.339271659
543,Georgia,Rehabilitation Center,Private,2000,414.0,3909,OCD,Emergency,2.8,188.81,info@mhc.org,987-654-3210,90210,No,yes,mhc.net,Medicaid,Medium,False,Yes,"English, Spanish",GE,FC-00543,Prof. Adams,13622541.582405379
544,Michigan,Community Health Center,Non-Profit,1981,447.0,5907,OCD,Emergency,4.19,59.02,contact@clinic.net,,10001,Yes,No,,Private,High,No,,,MI,FC-00544,,20988159.723249752
545,North Carolina,Rehabilitation Center,Public,1957,468.0,4983,PTSD,Inpatient,3.19,312.16,support@health.com,555 123 4567,60601,,YES,http://healthcare.gov,Private,Medium,False,24/7,Mandarin,NO,FC-00545,,12037686.073824069
546,Texas,Private Clinic,Non-Profit,2021,423.0,7306,Depression,Inpatient,3.6,364.48,,,33101,Yes,,mhc.net,None,High,True,N/A,Spanish,TE,FC-00546,Jane Smith,14946304.626926003
547,Michigan,Private Clinic,Public,1994,313.0,4255,Bipolar Disorder,Telehealth,4.02,434.24,contact@clinic.net,(123) 456-7890,,Y,,mhc.net,Private,High,,No,Spanish,MI,FC-00547,Dr. Lee,14321502.47381599
548,Texas,Private Clinic,Private,2008,300.0,4773,Bipolar Disorder,Counseling,3.49,113.07,,,90210,Y,Yes,mhc.net,None,Medium,True,24/7,English,TE,FC-00548,Dr. Lee,10055847.739309661
549,Illinois,Psychiatric Hospital,Non-Profit,1953,,1509,PTSD,Inpatient,3.16,294.88,support@health.com,,,No,no,https://clinic.com,None,Medium,True,Yes,,IL,FC-00549,Jane Smith,
550,Illinois,Rehabilitation Center,Public,2016,175.0,9986,Depression,Counseling,4.0,53.6,contact@clinic.net,987-654-3210,10001,Y,No,,,High,True,,English,IL,FC-00550,Jane Smith,6764155.874568571
551,Ohio,Rehabilitation Center,Non-Profit,1978,,5297,Anxiety,Outpatient,3.91,92.79,support@health.com,(123) 456-7890,,,YES,,Medicaid,High,No,N/A,,OH,FC-00551,John Doe,
552,New York,Telehealth Provider,Non-Profit,1978,,7552,Anxiety,Inpatient,3.52,74.4,,987-654-3210,,N,no,mhc.net,None,High,True,,,NE,FC-00552,Prof. Adams,
553,Georgia,Telehealth Provider,Non-Profit,1977,417.0,8818,Anxiety,Inpatient,2.44,376.47,info@mhc.org,(123) 456-7890,33101,Y,Yes,https://clinic.com,Medicare,Medium,Yes,No,Hindi,GE,FC-00553,Dr. Lee,9788814.49469713
554,California,Telehealth Provider,Non-Profit,1993,123.0,2272,Bipolar Disorder,Telehealth,2.62,86.48,info@mhc.org,(123) 456-7890,10001,Yes,yes,mhc.net,Medicare,Medium,False,24/7,Hindi,CA,FC-00554,Jane Smith,3186608.852316571
555,Ohio,Private Clinic,Public,1953,442.0,379,Depression,Counseling,4.88,372.4,,,,,no,,Medicaid,High,No,,Hindi,OH,FC-00555,Jane Smith,20503666.884080663
556,Florida,Rehabilitation Center,Private,1958,489.0,4077,Depression,Inpatient,1.45,162.33,info@mhc.org,987-654-3210,90210,Y,Yes,http://healthcare.gov,None,Low,Yes,,"English, Spanish",FL,FC-00556,Prof. Adams,23589515.0035369
557,California,Private Clinic,Public,1954,365.0,2769,Bipolar Disorder,Inpatient,,444.97,,,10001,Y,No,https://clinic.com,Medicaid,,Yes,Yes,English,CA,FC-00557,Jane Smith,5407554.784110822
558,Pennsylvania,Psychiatric Hospital,Public,2005,425.0,7925,Anxiety,Telehealth,2.97,415.92,contact@clinic.net,,90210,,yes,https://clinic.com,,Medium,,,Mandarin,PE,FC-00558,John Doe,6274830.556409272
559,North Carolina,Telehealth Provider,Public,1999,192.0,4081,Anxiety,Telehealth,4.35,481.02,contact@clinic.net,,60601,Y,,mhc.net,Medicare,High,,N/A,,NO,FC-00559,Prof. Adams,9099738.579858143
560,Florida,Private Clinic,Private,1964,216.0,4869,PTSD,Counseling,1.65,447.69,contact@clinic.net,(123) 456-7890,,N,Yes,http://healthcare.gov,Private,Low,Yes,24/7,,FL,FC-00560,John Doe,4715469.227945601
561,Florida,Private Clinic,Non-Profit,1981,265.0,5347,OCD,Outpatient,,470.0,info@mhc.org,987-654-3210,10001,No,,,Medicare,,,No,Spanish,FL,FC-00561,,5213232.841793819
562,Ohio,Psychiatric Hospital,Non-Profit,1977,244.0,4527,Schizophrenia,Outpatient,1.26,436.43,support@health.com,987-654-3210,90210,,yes,www.mhc.org,None,Low,False,,"English, Spanish",OH,FC-00562,Dr. Lee,2787679.1697600028
563,New York,Community Health Center,Non-Profit,1971,451.0,6235,OCD,Emergency,3.82,362.02,info@mhc.org,,,Yes,Yes,,Medicaid,High,False,N/A,Mandarin,NE,FC-00563,Jane Smith,9481750.663262509
564,Ohio,Rehabilitation Center,Private,1966,364.0,5673,Depression,Inpatient,1.95,126.62,info@mhc.org,(123) 456-7890,33101,Y,Yes,,Medicare,Low,,No,Hindi,OH,FC-00564,Prof. Adams,13737744.78041039
565,Pennsylvania,Community Health Center,Non-Profit,2008,12.0,4231,Depression,Counseling,2.55,172.27,support@health.com,987-654-3210,90210,No,yes,http://healthcare.gov,Private,Medium,True,N/A,,PE,FC-00565,John Doe,324497.3581149896
566,Michigan,Telehealth Provider,Private,2020,217.0,7289,Depression,Inpatient,2.77,145.73,support@health.com,555 123 4567,90210,Yes,No,https://clinic.com,Private,Medium,Yes,,Spanish,MI,FC-00566,Dr. Lee,6656434.652337278
567,Michigan,Private Clinic,Non-Profit,2006,206.0,4635,OCD,Counseling,4.57,321.61,support@health.com,987-654-3210,60601,Yes,Yes,,Medicaid,High,False,,English,MI,FC-00567,Dr. Lee,9618515.716106655
568,New York,Psychiatric Hospital,Non-Profit,1975,350.0,2876,Schizophrenia,Counseling,2.65,276.63,support@health.com,,33101,N,yes,https://clinic.com,Medicaid,Medium,,24/7,,NE,FC-00568,Jane Smith,5105656.95739843
569,Pennsylvania,Psychiatric Hospital,Public,1974,134.0,9411,PTSD,Counseling,1.58,440.19,info@mhc.org,555 123 4567,60601,No,no,http://healthcare.gov,Medicare,Low,,Yes,Spanish,PE,FC-00569,Dr. Lee,1721850.2337003306
570,New York,Rehabilitation Center,Private,1959,147.0,7797,OCD,Inpatient,3.1,478.7,,(123) 456-7890,33101,,,http://healthcare.gov,None,Medium,False,N/A,English,NE,FC-00570,Jane Smith,6479352.804848498
571,Texas,Community Health Center,Public,1994,348.0,8486,Schizophrenia,Telehealth,4.85,232.19,contact@clinic.net,555 123 4567,90210,No,Yes,mhc.net,,High,False,Yes,"English, Spanish",TE,FC-00571,,14265992.700235438
572,Michigan,Rehabilitation Center,Public,1960,34.0,762,Anxiety,Inpatient,3.43,277.86,,555 123 4567,60601,No,no,www.mhc.org,Private,Medium,True,Yes,Hindi,MI,FC-00572,Jane Smith,698678.4942452442
573,Florida,Private Clinic,Public,2002,77.0,8771,Anxiety,Counseling,4.93,487.18,info@mhc.org,,,Yes,Yes,http://healthcare.gov,Medicaid,High,,No,English,FL,FC-00573,John Doe,1768641.1092321754
574,Georgia,Rehabilitation Center,Private,2021,70.0,8144,Depression,Emergency,4.36,174.31,support@health.com,987-654-3210,33101,N,No,http://healthcare.gov,,High,,No,,GE,FC-00574,Dr. Lee,1568777.9401718487
575,North Carolina,Psychiatric Hospital,Private,2017,38.0,4318,Bipolar Disorder,Outpatient,1.14,406.58,contact@clinic.net,(123) 456-7890,90210,N,yes,https://clinic.com,,Low,No,N/A,Mandarin,NO,FC-00575,Dr. Lee,1364669.372993305
576,Pennsylvania,Psychiatric Hospital,Non-Profit,1977,392.0,9715,Depression,Counseling,3.63,151.36,contact@clinic.net,555 123 4567,10001,No,Yes,http://healthcare.gov,,High,True,Yes,English,PE,FC-00576,Dr. Lee,4879796.429587197
577,California,Telehealth Provider,Public,2014,28.0,5160,Bipolar Disorder,Emergency,2.15,356.66,,,33101,No,yes,,None,Medium,False,24/7,Mandarin,CA,FC-00577,Jane Smith,828129.7754953741
578,New York,Telehealth Provider,Non-Profit,1998,180.0,5974,Schizophrenia,Telehealth,,164.13,info@mhc.org,987-654-3210,33101,Y,YES,mhc.net,Medicaid,,False,Yes,Mandarin,NE,FC-00578,Prof. Adams,2763885.377611765
579,North Carolina,Private Clinic,Public,1996,,5681,Anxiety,Counseling,2.12,447.68,info@mhc.org,555 123 4567,,Yes,Yes,mhc.net,Private,Medium,Yes,No,English,NO,FC-00579,Jane Smith,
580,California,Community Health Center,Private,2001,83.0,2114,OCD,Emergency,2.4,302.67,info@mhc.org,,33101,,No,,Medicaid,Medium,False,Yes,"English, Spanish",CA,FC-00580,John Doe,2093801.1743090847
581,North Carolina,Rehabilitation Center,Private,2003,70.0,3889,Bipolar Disorder,Counseling,4.69,133.67,contact@clinic.net,,33101,,No,http://healthcare.gov,Medicare,High,,,English,NO,FC-00581,Jane Smith,2177202.1410144856
582,Georgia,Private Clinic,Private,2009,436.0,9203,Schizophrenia,Inpatient,1.83,150.97,,,,N,no,www.mhc.org,Private,Low,False,,Spanish,GE,FC-00582,Dr. Lee,4871299.097102027
583,California,Telehealth Provider,Public,2006,162.0,7248,Anxiety,Emergency,4.5,272.23,contact@clinic.net,(123) 456-7890,,Yes,No,http://healthcare.gov,Medicaid,High,,24/7,Hindi,CA,FC-00583,,1997552.751746019
584,Ohio,Rehabilitation Center,Private,1996,285.0,7866,OCD,Inpatient,1.12,482.72,contact@clinic.net,987-654-3210,60601,N,yes,mhc.net,Private,Low,,N/A,Mandarin,OH,FC-00584,John Doe,10545625.070361514
585,Illinois,Telehealth Provider,Public,1980,57.0,2464,Bipolar Disorder,Inpatient,1.36,396.34,support@health.com,555 123 4567,90210,,YES,www.mhc.org,Medicare,Low,True,Yes,Hindi,IL,FC-00585,,2318236.842922237
586,Ohio,Rehabilitation Center,Non-Profit,1995,220.0,3729,Depression,Emergency,4.42,269.74,,987-654-3210,90210,No,No,https://clinic.com,Private,High,False,,,OH,FC-00586,John Doe,8448313.144499373
587,Michigan,Community Health Center,Public,1975,352.0,6019,Depression,Outpatient,3.52,201.97,support@health.com,987-654-3210,60601,Yes,Yes,https://clinic.com,,High,True,N/A,Mandarin,MI,FC-00587,John Doe,13897222.401326673
588,Illinois,Private Clinic,Non-Profit,1954,417.0,5775,Depression,Emergency,3.99,297.17,info@mhc.org,555 123 4567,90210,Yes,No,http://healthcare.gov,None,High,,,,IL,FC-00588,Dr. Lee,5915059.107162807
589,Ohio,Rehabilitation Center,Public,2001,148.0,8972,Schizophrenia,Outpatient,1.84,386.76,contact@clinic.net,987-654-3210,33101,Y,YES,http://healthcare.gov,Medicare,Low,False,N/A,Spanish,OH,FC-00589,Jane Smith,5585228.979297442
590,Illinois,Psychiatric Hospital,Non-Profit,2003,119.0,6738,Depression,Counseling,3.15,402.77,,(123) 456-7890,60601,No,yes,www.mhc.org,Private,Medium,False,N/A,Spanish,IL,FC-00590,Dr. Lee,2055118.4936000856
591,Illinois,Psychiatric Hospital,Private,1982,491.0,4751,PTSD,Counseling,3.95,196.07,info@mhc.org,555 123 4567,60601,No,Yes,www.mhc.org,Medicare,High,True,,Hindi,IL,FC-00591,Dr. Lee,6835023.082060065
592,Florida,Rehabilitation Center,Non-Profit,1999,,709,Anxiety,Emergency,3.51,374.52,,555 123 4567,90210,N,no,http://healthcare.gov,,High,True,No,Spanish,FL,FC-00592,Dr. Lee,
593,New York,Rehabilitation Center,Private,1987,37.0,8040,Schizophrenia,Counseling,2.89,346.0,contact@clinic.net,,10001,Yes,no,mhc.net,None,Medium,,N/A,English,NE,FC-00593,,1686321.0533103156
594,New York,Rehabilitation Center,Private,1976,206.0,3966,OCD,Telehealth,4.84,481.6,,987-654-3210,90210,N,no,https://clinic.com,Medicare,High,,Yes,Mandarin,NE,FC-00594,John Doe,7965689.637018508
595,Florida,Psychiatric Hospital,Non-Profit,1964,200.0,471,Depression,Inpatient,3.7,468.99,info@mhc.org,555 123 4567,10001,No,Yes,www.mhc.org,,High,False,,,FL,FC-00595,Prof. Adams,8444587.622518027
596,North Carolina,Psychiatric Hospital,Public,2010,324.0,7098,Anxiety,Inpatient,4.63,405.22,support@health.com,555 123 4567,60601,Y,no,mhc.net,,High,False,No,Hindi,NO,FC-00596,Jane Smith,16084502.49037614
597,Texas,Rehabilitation Center,Public,1970,398.0,715,Bipolar Disorder,Outpatient,3.92,375.53,contact@clinic.net,(123) 456-7890,10001,Yes,No,http://healthcare.gov,,High,No,,Hindi,TE,FC-00597,Dr. Lee,6125314.109594418
598,North Carolina,Telehealth Provider,Public,1995,60.0,7011,Depression,Counseling,3.94,173.32,support@health.com,,33101,No,Yes,,Private,High,No,24/7,Spanish,NO,FC-00598,John Doe,2916366.1258392925
599,California,Telehealth Provider,Public,2018,158.0,6110,Anxiety,Outpatient,1.32,430.68,contact@clinic.net,555 123 4567,,Y,Yes,www.mhc.org,Medicaid,Low,Yes,Yes,Spanish,CA,FC-00599,Jane Smith,5379570.130697448
600,California,Community Health Center,Public,1955,277.0,2353,PTSD,Inpatient,2.44,242.38,info@mhc.org,(123) 456-7890,10001,,Yes,,Medicare,Medium,,24/7,,CA,FC-00600,Prof. Adams,11780844.983382825
601,Illinois,Private Clinic,Private,1987,59.0,5042,Bipolar Disorder,Inpatient,4.43,172.51,contact@clinic.net,555 123 4567,,No,,mhc.net,Medicaid,High,Yes,N/A,Mandarin,IL,FC-00601,Prof. Adams,2124399.268546901
602,Ohio,Telehealth Provider,Public,2011,397.0,964,PTSD,Counseling,1.93,222.87,support@health.com,555 123 4567,33101,,yes,https://clinic.com,,Low,Yes,N/A,Mandarin,OH,FC-00602,Dr. Lee,13022200.085911343
603,Ohio,Psychiatric Hospital,Private,2011,255.0,1368,OCD,Telehealth,1.46,426.17,contact@clinic.net,555 123 4567,,N,,mhc.net,Medicaid,Low,True,24/7,Hindi,OH,FC-00603,Prof. Adams,9726913.739021216
604,New York,Telehealth Provider,Private,1995,122.0,7554,Anxiety,Telehealth,2.3,116.88,info@mhc.org,(123) 456-7890,33101,,,https://clinic.com,,Medium,True,24/7,,NE,FC-00604,Prof. Adams,2782862.282823356
605,Pennsylvania,Community Health Center,Private,1962,179.0,9076,PTSD,Counseling,1.88,255.27,contact@clinic.net,987-654-3210,,No,,mhc.net,,Low,No,N/A,Hindi,PE,FC-00605,Jane Smith,8407784.108202096
606,North Carolina,Community Health Center,Non-Profit,1952,477.0,4671,OCD,Counseling,4.7,271.56,support@health.com,555 123 4567,,,yes,www.mhc.org,None,High,Yes,No,"English, Spanish",NO,FC-00606,Jane Smith,6969782.274824257
607,Michigan,Private Clinic,Non-Profit,1955,175.0,5329,Anxiety,Outpatient,4.47,66.48,info@mhc.org,555 123 4567,90210,Yes,,www.mhc.org,None,High,No,Yes,Mandarin,MI,FC-00607,Dr. Lee,3976218.288605235
608,Georgia,Telehealth Provider,Private,1957,418.0,2337,Anxiety,Counseling,3.0,138.09,support@health.com,987-654-3210,10001,No,no,,Medicaid,Medium,,,,GE,FC-00608,John Doe,4701034.5455124155
609,Ohio,Psychiatric Hospital,Non-Profit,1993,23.0,4154,PTSD,Telehealth,1.25,422.03,contact@clinic.net,555 123 4567,,Y,Yes,mhc.net,Medicare,Low,False,24/7,,OH,FC-00609,Dr. Lee,479617.20383440435
610,Georgia,Psychiatric Hospital,Public,1982,212.0,1035,Anxiety,Counseling,3.86,423.85,,,60601,,Yes,mhc.net,Medicaid,High,True,Yes,Hindi,GE,FC-00610,,3970446.8941591093
611,Illinois,Rehabilitation Center,Public,1999,297.0,6494,Depression,Outpatient,3.49,181.59,support@health.com,555 123 4567,90210,Yes,No,,Medicare,Medium,,,Spanish,IL,FC-00611,Prof. Adams,3559614.6248621386
612,Georgia,Psychiatric Hospital,Private,1960,404.0,7991,Anxiety,Outpatient,4.88,443.7,contact@clinic.net,,10001,N,YES,http://healthcare.gov,Medicaid,High,,,,GE,FC-00612,John Doe,11987068.871793732
613,Michigan,Private Clinic,Public,1977,198.0,425,Schizophrenia,Outpatient,3.24,397.3,,987-654-3210,90210,N,no,mhc.net,Private,Medium,True,24/7,Hindi,MI,FC-00613,Jane Smith,5691597.45149643
614,Florida,Private Clinic,Private,2019,411.0,9826,OCD,Outpatient,2.35,238.06,,(123) 456-7890,10001,,yes,mhc.net,Private,Medium,True,No,English,FL,FC-00614,,5388135.097694117
615,Michigan,Psychiatric Hospital,Private,1990,164.0,7874,Anxiety,Emergency,3.08,386.78,info@mhc.org,987-654-3210,33101,N,YES,mhc.net,Medicare,Medium,Yes,No,Spanish,MI,FC-00615,,3357739.486039197
616,Georgia,Psychiatric Hospital,Public,1965,64.0,3961,Schizophrenia,Counseling,4.92,482.6,,555 123 4567,,Y,Yes,http://healthcare.gov,None,High,No,Yes,Spanish,GE,FC-00616,Prof. Adams,3080504.7307938715
617,Michigan,Rehabilitation Center,Non-Profit,2017,191.0,2085,Anxiety,Inpatient,3.79,256.54,support@health.com,,60601,No,,www.mhc.org,Medicare,High,,Yes,Mandarin,MI,FC-00617,Jane Smith,2756027.8112596115
618,Texas,Psychiatric Hospital,Public,1997,219.0,5032,Anxiety,Counseling,3.69,157.29,support@health.com,(123) 456-7890,90210,Yes,No,,Medicaid,High,Yes,N/A,"English, Spanish",TE,FC-00618,John Doe,4861963.364008941
619,Illinois,Rehabilitation Center,Public,2005,385.0,4703,PTSD,Emergency,1.96,473.82,,555 123 4567,90210,,No,http://healthcare.gov,,Low,Yes,No,Mandarin,IL,FC-00619,Jane Smith,4402280.936201742
620,North Carolina,Rehabilitation Center,Private,2013,480.0,2878,Depression,Outpatient,3.97,321.68,contact@clinic.net,(123) 456-7890,90210,N,Yes,https://clinic.com,Private,High,,Yes,English,NO,FC-00620,Prof. Adams,7658634.290376321
621,Florida,Psychiatric Hospital,Private,2008,84.0,9562,OCD,Emergency,4.0,97.37,support@health.com,(123) 456-7890,90210,No,no,https://clinic.com,,High,,N/A,Hindi,FL,FC-00621,,3189974.2810850535
622,Ohio,Community Health Center,Private,2011,286.0,8932,Depression,Telehealth,2.27,307.71,support@health.com,555 123 4567,,Y,YES,http://healthcare.gov,Private,Medium,False,,Spanish,OH,FC-00622,Prof. Adams,7055236.767584019
623,California,Community Health Center,Private,1960,437.0,7854,Bipolar Disorder,Telehealth,2.93,275.26,info@mhc.org,987-654-3210,10001,N,No,http://healthcare.gov,Medicaid,Medium,No,Yes,Spanish,CA,FC-00623,Dr. Lee,12272298.455471026
624,North Carolina,Rehabilitation Center,Non-Profit,1967,142.0,4178,PTSD,Counseling,2.18,435.02,contact@clinic.net,555 123 4567,,N,Yes,www.mhc.org,Private,Medium,,N/A,,NO,FC-00624,,2311637.284342127
625,California,Psychiatric Hospital,Non-Profit,1968,352.0,1467,PTSD,Counseling,2.03,288.81,,555 123 4567,33101,Yes,no,https://clinic.com,Medicare,Medium,True,No,"English, Spanish",CA,FC-00625,Prof. Adams,13124533.634309528
626,Illinois,Community Health Center,Non-Profit,2004,434.0,4142,Depression,Inpatient,1.1,164.85,contact@clinic.net,987-654-3210,,Y,Yes,,,Low,False,,"English, Spanish",IL,FC-00626,John Doe,17386414.942864165
627,Florida,Psychiatric Hospital,Private,1975,68.0,2675,PTSD,Inpatient,2.14,354.04,info@mhc.org,,,Y,Yes,mhc.net,,Medium,No,Yes,,FL,FC-00627,John Doe,1172624.774685532
628,New York,Psychiatric Hospital,Private,1955,354.0,6854,Depression,Telehealth,3.22,294.16,info@mhc.org,555 123 4567,33101,,no,mhc.net,Medicaid,Medium,True,No,English,NE,FC-00628,John Doe,4177107.444858381
629,Ohio,Psychiatric Hospital,Private,1953,498.0,1681,PTSD,Outpatient,1.01,154.87,contact@clinic.net,(123) 456-7890,,Yes,no,www.mhc.org,,Low,True,,"English, Spanish",OH,FC-00629,Dr. Lee,6592347.395435649
630,Texas,Telehealth Provider,Non-Profit,1978,191.0,2086,Anxiety,Emergency,2.13,308.13,info@mhc.org,555 123 4567,10001,,no,www.mhc.org,Medicaid,Medium,No,24/7,Spanish,TE,FC-00630,Jane Smith,6929829.585031055
631,New York,Psychiatric Hospital,Private,2008,467.0,2340,Depression,Inpatient,,419.69,info@mhc.org,555 123 4567,60601,Yes,Yes,https://clinic.com,None,,False,No,English,NE,FC-00631,John Doe,7201338.054603591
632,Illinois,Telehealth Provider,Public,1966,415.0,4066,Depression,Inpatient,3.37,62.86,info@mhc.org,(123) 456-7890,33101,Y,No,,Medicare,Medium,True,24/7,Mandarin,IL,FC-00632,Dr. Lee,12349052.64720267
633,North Carolina,Rehabilitation Center,Public,1992,348.0,7704,Schizophrenia,Outpatient,3.43,333.88,contact@clinic.net,987-654-3210,90210,Yes,yes,,Private,Medium,Yes,Yes,Mandarin,NO,FC-00633,John Doe,5604770.110492287
634,Texas,Community Health Center,Private,2015,,8420,PTSD,Outpatient,2.61,207.31,info@mhc.org,,10001,Yes,yes,http://healthcare.gov,Private,Medium,No,N/A,English,TE,FC-00634,Dr. Lee,
635,Michigan,Community Health Center,Public,1983,73.0,6068,PTSD,Counseling,3.71,181.7,,,60601,Yes,Yes,www.mhc.org,Private,High,No,Yes,Spanish,MI,FC-00635,John Doe,742732.6697572343
636,Georgia,Community Health Center,Public,1957,336.0,9143,Depression,Emergency,1.76,226.66,,(123) 456-7890,10001,No,Yes,mhc.net,None,Low,,No,Mandarin,GE,FC-00636,Jane Smith,7671877.998736734
637,Texas,Community Health Center,Non-Profit,1962,269.0,7593,Anxiety,Outpatient,4.27,203.91,support@health.com,987-654-3210,10001,No,No,mhc.net,Medicare,High,False,24/7,Hindi,TE,FC-00637,Prof. Adams,3656218.582943977
638,Illinois,Community Health Center,Private,1957,202.0,4203,Anxiety,Inpatient,1.47,424.51,,555 123 4567,90210,Y,no,https://clinic.com,,Low,Yes,24/7,Spanish,IL,FC-00638,John Doe,5203207.104750636
639,Pennsylvania,Community Health Center,Private,2014,152.0,2176,OCD,Inpatient,3.62,173.66,support@health.com,555 123 4567,60601,Yes,Yes,mhc.net,,High,Yes,,,PE,FC-00639,Prof. Adams,5154528.60247491
640,Georgia,Community Health Center,Non-Profit,1992,113.0,5331,Anxiety,Telehealth,2.36,379.92,contact@clinic.net,555 123 4567,10001,Y,,,Medicare,Medium,,Yes,"English, Spanish",GE,FC-00640,John Doe,2791244.404635089
